SO_line,CustomerNo,SalesOrderNo,CustomerName,LineKey,ItemCode,ItemCodeDesc,SO Header,PROM DATE,UDF_MATERIALS_CLEAR_DATE,EXP DATE,Exp DATE,Qty,QuantityShipped,UnitPrice,Production Notes,QtyOnHand,RMANumber,DropShip,Comments
0016448_000001,RUDOLPH,16448,Onto Innovation Inc.,1,198500001190-00,"X10DRI-T, E5-2620v4, 16GB, KIT",5/27/2021,5/27/2021,5/19/2021,5/27/2021,5/27/2021,10,0,2050,"264500001243-00, 26-004846-490, DP WA 2/1 (SOH 5/27/2021)",0,,0,KITTING
0016568_000004,NORTHVA,16568,Northrop Grumman Corporation,4,262500002495-00,THS4086 TKL8255 8155 1200W,5/11/2021,3/9/2021,5/24/2021,5/31/2021,5/31/2021,1,0,5600,"**124500001001-00, 26-004846-525, 111500001147-02, 263500001523-00 TS/DP WA 3/19 (SOH 5/11/2021)",0,,0,
0016681_000001,GYNDNEB,16681,General Dynamics Electric Boat,1,198500001016-00,"Slide Rails 24-30"" w/Bracket,",5/19/2021,4/15/2021,5/24/2021,5/31/2021,5/31/2021,2,0,100,NS (SOH 5/19/2020),0,,0,
0016681_000004,GYNDNEB,16681,General Dynamics Electric Boat,4,262500002428-00,TRC2009 TKL8255 8219 600W RED,5/19/2021,4/15/2021,5/24/2021,5/31/2021,5/31/2021,2,0,6500,"268500001067-01, 11-008154-001, 131500001006-00, 124500001001-00, 124500001002-00, 26-004846-525, 26-504600-002, 107500001179-00, 263500001523-00 TS/DP WA 4/13 (SOH 5/19/2020)",0,,0,
0016615_000001,RUDOLPH,16615,Onto Innovation Inc.,1,262500003624-00,"(TRS3500) 3U, MB",6/2/2021,3/24/2021,5/25/2021,6/2/2021,6/2/2021,4,0,4250,"110500001074-00, 268500001055-00, 26-004846-461, 107500001105-00, 26-504580-001, 263500001513-00, 193500001033-00 TS/DP WA 3/19 (SOH 6/2/2021)",0,,0,0
0016648_000001,EMETCOM,16648,Emet OEM Computing Ltd.,1,92-708700800000,BPG7087 CST,6/2/2021,6/2/2021,5/24/2021,6/2/2021,6/2/2021,19,0,917,NS (SOH 6/2/2021),1,,0,
0016683_000001,HONEYNM,16683,"Honeywell - Albuquerque, NM",1,260500001112-00,"Monitor, 24"" LCD, LED Backligh",6/1/2021,6/1/2021,5/27/2021,6/3/2021,6/3/2021,5,0,300,260500001112-00 DP WA 4/13 (SOH 6/1/2021),12,,0,
0016683_000002,HONEYNM,16683,"Honeywell - Albuquerque, NM",2,267500001004-00,USB Keyboard and Mouse,6/1/2021,6/1/2021,5/27/2021,6/3/2021,6/3/2021,5,0,30,267500001004-00 DP WA 4/13 (SOH 6/1/2021),34,,0,
0016683_000003,HONEYNM,16683,"Honeywell - Albuquerque, NM",3,HW-WINDOWS-10,Honeywell ASTI Windows 10,6/1/2021,6/1/2021,5/27/2021,6/3/2021,6/3/2021,5,0,200,NS (SOH 6/1/2021),0,,0,
0016683_000004,HONEYNM,16683,"Honeywell - Albuquerque, NM",4,198500001015-00,"Slide Rails 20-26"" w/Bracket,",6/1/2021,6/1/2021,5/27/2021,6/3/2021,6/3/2021,5,0,100,NS (SOH 6/1/2021),1,,0,
0016683_000005,HONEYNM,16683,"Honeywell - Albuquerque, NM",5,263500001471-00,"HDD 1TB 2.5"" 7mm Seagate Barra",6/1/2021,6/1/2021,5/27/2021,6/3/2021,6/3/2021,5,0,80,NS (SOH 6/1/2021),8,,0,
0016626_000001,ECRIN,16626,Ecrin Systems,1,26-504590-001,"8GB DDR4-2400 DIMM, Reg., ECC,",6/4/2021,6/4/2021,5/31/2021,6/4/2021,6/4/2021,8,0,146,NS,241,,0,
0016626_000002,ECRIN,16626,Ecrin Systems,2,92-822803800000,HDB8228-CST,6/4/2021,6/4/2021,5/31/2021,6/4/2021,6/4/2021,1,0,722,NS (SOH 6/4/2021),0,,0,
0016626_000003,ECRIN,16626,Ecrin Systems,3,92-8225281C017A,"HEP E5-2608Lv4, C017A IPMI 2-1",6/4/2021,6/4/2021,5/31/2021,6/4/2021,6/4/2021,1,0,2624,26-004846-493 DP WA 3/19 (SOH 6/4/2021),0,,0,
0016663_000001,GEORTEC,16663,Georgia Institute of Tech.,1,262500003942-00,THS4086 SSP8268 1200W,6/21/2021,4/7/2021,5/27/2021,6/4/2021,6/4/2021,2,0,13872,"Best Date > 110500002122-00, 124500001001-00, 111500001451-02 (use -01), 111500001452-01 (use -00), 26-004846-558, 263500001523-00, 107500001194-00 TS/DP WA 4/8 (SOH 6/21/2021)",0,,0,
0016673_000005,ECRIN,16673,Ecrin Systems,5,92-7053034B022B,TSB E3-1275 4CHT 3.4 B022B,6/4/2021,6/4/2021,5/31/2021,6/4/2021,6/4/2021,4,0,1283,NS (SOH 6/4/2021),0,,0,
0016673_000006,ECRIN,16673,Ecrin Systems,6,26-504550-001,"4GB DDR3-1600 DIMM, UnBuff., E",6/4/2021,6/4/2021,5/31/2021,6/4/2021,6/4/2021,12,0,54,NS (SOH 6/4/2021),197,,0,
0016573_000001,RUDOLPH,16573,Onto Innovation Inc.,1,198500001190-00,"X10DRI-T, E5-2620v4, 16GB, KIT",6/8/2021,6/8/2021,6/1/2021,6/8/2021,6/8/2021,17,0,2050,"264500001243-00, 26-004846-490 DP WA 3/9 (SOH 6/8/2021)",0,,0,KITTING
0016651_000001,RGBSPEC,16651,RGB Spectrum,1,262500004197-00,TRC5004 TKL8255 8032 1200W,6/9/2021,4/2/2021,5/28/2021,6/9/2021,6/9/2021,2,0,7995,"Best Date > 111500001776-00, 26-004846-502 TS/DP WA 3/30 (SOH 6/9/2021)",0,,0,
0016658_000003,LINDEGA,16658,"Linde Gas NA, LLC",3,262500002486-00,TRC4008 TKL8255 8155 800W RED,6/9/2021,4/6/2021,6/3/2021,6/9/2021,6/9/2021,4,0,6183,"131500001008-00, 124500001001-00, 124500001002-00, 111500001061-01, 26-004846-525 TS/DP WA 4/12 (SOH 6/9/2021)",0,,0,
0016671_000001,MATERIA,16671,"Material Handling Systems, Inc",1,262500002427-00,TRC3001 3U MB i78700K,6/14/2021,4/12/2021,6/3/2021,6/10/2021,6/10/2021,3,0,4800,"Best Date > 110500001074-00, 268500001055-00, 126500001170-00, 264500002455-00, 193500001170-00 TS/DP WA 3/19 (SOH 6/14/2021)",0,,0,
0016656_000001,SYSTERR,16656,Systerra Computer GmbH,1,194500001009-00,HDEC I/O HD Brkt LP(L3 Spare),6/14/2021,4/5/2021,6/1/2021,6/14/2021,6/14/2021,15,0,20,"Best Date > 11-002024-002 AF expedite, 111500001452-01 (use -00) TS/DP WA 4/8 (SOH 6/14/2021)",0,,0,
0016656_000004,SYSTERR,16656,Systerra Computer GmbH,4,262500002421-00,THS4086 TKL8255 8155 800W,6/14/2021,4/5/2021,6/1/2021,6/14/2021,6/14/2021,2,0,5985,"Best Date > 111500001451-02, 111500001452-01, 111500001604-01, 110500002123-00, 124500001001-00, 124500001002-00, 26-004846-509 TS/DP WA 4/8 (SOH 6/14/2021)",0,,0,
0016660_000001,CUSTOMS,16660,Custom Systems Integration Inc,1,262500003860-00,TRC4014 4U TSB7053 6600 860W,6/10/2021,4/6/2021,6/7/2021,6/14/2021,6/14/2021,1,0,5692,"26-004846-429, 263500001569-00 DP WA 4/8 (SOH 6/10/2021)",0,,0,
0016643_000001,RUDOLPH,16643,Onto Innovation Inc.,1,263500001145-01,"HDD, 1TB, 2.5"", SATA III, 7200",6/16/2021,6/16/2021,6/8/2021,6/16/2021,6/16/2021,4,0,85,263500001145-01 (SOH 6/16/2021),45,,0,
0016643_000002,RUDOLPH,16643,Onto Innovation Inc.,2,263500001144-00,"DVD, SATA Slim Drive (Read Onl",6/16/2021,6/16/2021,6/8/2021,6/16/2021,6/16/2021,4,0,95,263500001144-00 (SOH 6/16/2021),110,,0,
0016678_000001,SHERBUR,16678,Sherburn Electronics,1,262500002403-00,THS2085 SEP8253 8227 600W RED,6/9/2021,4/13/2021,6/4/2021,6/16/2021,6/16/2021,4,0,6900,"131500001006-00, 124500001002-00, 124500001001-00, 193500001213-01, 193500001919-00, 107500001142-00, 92-508227-038 UC, 268500001067-01, 111500001752-01 TS/DP WA 4/13 (SOH 6/9/2021)",0,,0,
0016674_000006,ECRIN,16674,Ecrin Systems,6,92-661501000000,BPG6615 RAV,6/18/2021,6/18/2021,6/10/2021,6/18/2021,6/18/2021,2,0,676,NS (SOH 6/18/2021),1,,0,
0016674_000007,ECRIN,16674,Ecrin Systems,7,93-001150-000,"CBL, IDC to RJ45 I/O Bracket",6/18/2021,6/18/2021,6/10/2021,6/18/2021,6/18/2021,2,0,50,NS (SOH 6/18/2021),36,,0,
0016674_000008,ECRIN,16674,Ecrin Systems,8,92-825507200000,TKL E3-1275v6,6/18/2021,6/18/2021,6/10/2021,6/18/2021,6/18/2021,2,0,1450,26-004846-527 DP WA 4/7 (SOH 6/18/2021),0,,0,
0016653_000001,MATERIA,16653,"Material Handling Systems, Inc",1,262500002427-00,TRC3001 3U MB i78700K,6/21/2021,4/2/2021,6/8/2021,6/21/2021,6/21/2021,3,0,4800,"Best Date > 110500001074-00, 268500001055-00 delayed at port, 111500001776-00, 111500001061-01, 126500001170-00, 113500001013-00, 111500001144-01, 193500001170-00 TS/DP WA 3/29 (SOH 6/21/2021)",0,,0,Expedited
0016630_000001,L3COLOR,16630,L3Harris Space & Intelligence,1,198500002131-00,MBS2000 Chassis and PSU Kit,6/22/2021,6/22/2021,6/14/2021,6/22/2021,6/22/2021,2,0,2650,110500001174-01 (convert from -00 to -01 30 OH) TS WA 3/29 (SOH 6/22/2021),0,,0,
0016630_000002,L3COLOR,16630,L3Harris Space & Intelligence,2,194500001555-00,"L3 Harris Colorado MBK1U, i7-7",6/22/2021,6/22/2021,6/14/2021,6/22/2021,6/22/2021,5,0,3600,"263500001522-00, 26-004846-525 DP WA 3/29 (SOH 6/22/2021)",0,,0,
0016630_000003,L3COLOR,16630,L3Harris Space & Intelligence,3,198500001015-00,"Slide Rails 20-26"" w/Bracket,",6/22/2021,6/22/2021,6/14/2021,6/22/2021,6/22/2021,2,0,100,NS (SOH 6/22/2021),1,,0,
0016574_000001,RUDOLPH,16574,Onto Innovation Inc.,1,198500001190-00,"X10DRI-T, E5-2620v4, 16GB, KIT",6/23/2021,6/23/2021,6/16/2021,6/23/2021,6/23/2021,2,0,2050,"264500001243-00, 26-004846-490 DP WA 3/9 (SOH 6/23/2021)",0,,0,0
0016652_000001,LMCOCO,16652,"Lockheed Martin-Sunnyvale, CA",1,262500004287-00,TRC4008 TKL8255 6615 860W RED,6/24/2021,6/24/2021,6/17/2021,6/24/2021,6/24/2021,1,0,6175,"111500001061-01, 111500001776-00, 111500001776-00, 111500001147-02, 264500002516-00, 26-004846-525 TS/DP WA 3/30 (SOH 6/24/2021)",0,,0,
0016687_000001,BOEINOK,16687,The Boeing Company,1,262500003910-00,TRC2010 SSP 650W FIXED,6/24/2021,4/16/2021,6/17/2021,6/24/2021,6/24/2021,1,0,6807,"Best Date > 124500001001-00, 131500001006-00, 92-508268-000 stk, 126500001162-00, 26-504605-001, 263500001487-00, 107500001179-00, 263500001522-00 TS/DP WA 4/13 (SOH 6/24/2021)",0,,0,
0016687_000002,BOEINOK,16687,The Boeing Company,2,198500001015-00,"Slide Rails 20-26"" w/Bracket,",6/24/2021,4/16/2021,6/17/2021,6/24/2021,6/24/2021,1,0,100,Best Date > (SOH 6/24/2021),1,,0,
0016675_000008,ECRIN,16675,Ecrin Systems,8,92-661001000000,BPX6610 RAV,6/25/2021,6/25/2021,6/16/2021,6/25/2021,6/25/2021,1,0,676,NS (SOH 6/25/2021),0,,0,
0016675_000009,ECRIN,16675,Ecrin Systems,9,92-825507200000,TKL E3-1275v6,6/25/2021,6/25/2021,6/16/2021,6/25/2021,6/25/2021,1,0,1450,26-004846-527 DP WA 4/7 (SOH 6/25/2021),0,,0,
0016675_000010,ECRIN,16675,Ecrin Systems,10,26-504600-001,"8GB DDR4-2400 DIMM, Unbuff ECC",6/25/2021,6/25/2021,6/16/2021,6/25/2021,6/25/2021,2,0,107,NS (SOH 6/25/2021),207,,0,
0016680_000001,L3COMM,16680,"L3 Technologies, Inc.",1,262500003366-00,"5U, 8225-218, 8236-037",6/25/2021,4/14/2021,5/31/2021,6/25/2021,6/25/2021,10,0,650,convert (20) PS - shipped out for rework 4/12/2021 - ground TS/TO,0,,0,"REWORK CONVERSIONS - 3075 TO 3366, CUST SENDING 10 SYSTEMS"
0016684_000001,ECRIN,16684,Ecrin Systems,1,92-825507200000,TKL E3-1275v6,6/25/2021,6/25/2021,6/17/2021,6/25/2021,6/25/2021,2,0,1450,"26-004846-527, 13-006997-000 DP WA 4/13 (SOH 6/25/2021)",0,,0,
0016644_000001,RUDOLPH,16644,Onto Innovation Inc.,1,263500001145-01,"HDD, 1TB, 2.5"", SATA III, 7200",6/28/2021,6/28/2021,6/18/2021,6/28/2021,6/28/2021,36,0,85,263500001145-01 (SOH 6/28/2021),45,,0,
0016644_000002,RUDOLPH,16644,Onto Innovation Inc.,2,263500001144-00,"DVD, SATA Slim Drive (Read Onl",6/28/2021,6/28/2021,6/18/2021,6/28/2021,6/28/2021,36,0,95,263500001144-00 (SOH 6/28/2021),110,,0,
0016616_000001,RUDOLPH,16616,Onto Innovation Inc.,1,262500003624-00,"(TRS3500) 3U, MB",6/29/2021,3/24/2021,6/21/2021,6/29/2021,6/29/2021,10,0,4250,"110500001074-00, 268500001055-00, 26-004846-461, 107500001105-00, 26-504580-001, 263500001513-00, 193500001033-00 TS/DP WA 3/19 (SOH 6/29/2021)",0,,0,0
0016649_000001,EMETCOM,16649,Emet OEM Computing Ltd.,1,92-708700800000,BPG7087 CST,6/30/2021,6/30/2021,6/22/2021,6/30/2021,6/30/2021,15,0,917,NS (SOH 6/30/2021),1,,0,
0016594_000001,ECRIN,16594,Ecrin Systems,1,92-815500700000,BPG8155 CRA,7/5/2021,7/5/2021,7/1/2021,7/5/2021,7/5/2021,10,0,1161,NS (SOH 7/5/2021),0,,0,
0016642_000003,BECHTLE,16642,Bechtle,3,262500005009-00,TRC1001 2x MSL8256 1200W,7/1/2021,4/1/2021,6/29/2021,7/6/2021,7/6/2021,4,0,18009,"**110500001214-00 UC, 26-004846-558, 263500001533-00 TS/DP WA 3/29 (SOH 7/1/2021)",0,,0,
0016691_000001,GYNDNEB,16691,General Dynamics Electric Boat,1,262500002505-00,"4U, 7059-032, 8032-007",7/14/2021,4/19/2021,7/8/2021,7/15/2021,7/15/2021,1,0,8700,"EVAL . 26-004846-420 EOL, 13-006997-000 DP WA 4/13 (SOH 7/14/2021)",0,,0,
0016463_000001,ECRIN,16463,Ecrin Systems,1,92-814100600000,THD E3-1275v3 4CHT 3.5,7/19/2021,7/19/2021,4/28/2021,7/19/2021,7/19/2021,1,0,1469,Best Date > 26-004846-444 stk (SOH 7/19/2021),1,,0,EXPEDITED
0016692_000001,RUDOLPH,16692,Onto Innovation Inc.,1,262500003624-00,"(TRS3500) 3U, MB",7/20/2021,4/19/2021,7/12/2021,7/20/2021,7/20/2021,3,0,4250,"110500001074-00, 268500001055-00, 26-004846-461, 107500001105-00, 26-504580-001, 263500001513-00, 193500001033-00 TS/DP WA 4/13 (SOH 7/20/2021)",0,,0,
0016688_000001,DOCSINC,16688,"DOCSOFT, Inc.",1,262500002400-00,THS2085 SEP8253 8227 600W,7/13/2021,4/19/2021,7/16/2021,7/22/2021,7/22/2021,2,0,9693,"Best Date > 26-004846-543, 261500001102-00, 261500001108-00, 263500001522-00, 126500001168-00, 131500001006-00, 124500001001-00, 193500001213-01 TS/DP WA 4/13 (SOH 7/13)",0,,0,
0016664_000004,SOLUTIO,16664,Solution Systems Technologies,4,262500004313-00,THS5095 SEP8253 8231 1200W RED,7/8/2021,4/8/2021,7/16/2021,7/23/2021,7/23/2021,1,0,12350,"Best Date > 131500001008-00, 124500001002-00, 124500001001-00, 111500001451-02, 111500001452-01, 92-508231-037 NY UC TS/DP WA (SOH 7/8/2021)",0,,0,
0016628_000001,CONCCOM,16628,Concurrent RT - Pompano,1,198500001016-00,"Slide Rails 24-30"" w/Bracket,",6/22/2021,3/25/2021,7/20/2021,7/27/2021,7/27/2021,1,0,100,Best Date > 107500001057-01 DP WA 3/19 (SOH 6/22/2021),0,,0,
0016628_000002,CONCCOM,16628,Concurrent RT - Pompano,2,262500003685-00,"(THS5095) 5U,8225-500,8231-037",6/22/2021,3/25/2021,7/20/2021,7/27/2021,7/27/2021,1,0,6944,"Best Date > 11-001844-001, 153500001026-01, **124500001001-00, 111500001768-02, ** 92-508231-037 UC, 26-004846-491 TS/DP WA 3/19 (SOH 6/22/2021)",0,,0,
0016655_000001,SOLUTIO,16655,Solution Systems Technologies,1,262500004270-00,THS5095 SEP8253 8231 1200W,5/4/2021,4/2/2021,7/20/2021,7/27/2021,7/27/2021,1,0,11250,"Best Date > 153500001026-01, ** 92-508231-037 UC, 26-004846-575, 263500001523-00, 264500001581-00, TS/DP WA 3/29 (SOH 5/4)",0,,0,
0016650_000001,EMETCOM,16650,Emet OEM Computing Ltd.,1,92-708700800000,BPG7087 CST,8/2/2021,8/2/2021,7/23/2021,8/2/2021,8/2/2021,14,0,917,NS (SOH 8/2/2021),1,,0,
0016617_000001,RUDOLPH,16617,Onto Innovation Inc.,1,262500003624-00,"(TRS3500) 3U, MB",8/6/2021,5/31/2021,7/30/2021,8/6/2021,8/6/2021,8,0,4250,"110500001074-00, 268500001055-00, 26-004846-461, 107500001105-00, 26-504580-001, 263500001513-00, 193500001033-00 TS/DP WA 3/19 (SOH 8/6/2021)",0,,0,0
0016693_000003,RUDOLPH,16693,Onto Innovation Inc.,3,26-504580-001,"8GB DDR4-2133 DIMM, Reg., ECC",8/10/2021,8/10/2021,8/2/2021,8/10/2021,8/10/2021,20,0,141,NS (SOH 8/10/2021),412,,0,
0016635_000005,EMETCOM,16635,Emet OEM Computing Ltd.,5,92V705980400000,BXTS E5-2450v2 8CHT 2.5 No Vi,6/28/2021,6/28/2021,7/28/2021,8/16/2021,8/16/2021,11,0,3499,"**92-507059-002 LT UC - NY reviewing , 26-004846-456, 115500001005-00 TS/DP (SOH 6/28/2021)",0,,0,
0016694_000003,RUDOLPH,16694,Onto Innovation Inc.,3,198500001190-00,"X10DRI-T, E5-2620v4, 16GB, KIT",8/17/2021,8/17/2021,8/4/2021,8/17/2021,8/17/2021,3,0,2050,26-004846-490 DP WA 4/13 (SOH 8/17/2021),0,,0,
0016676_000001,L3COMM,16676,"L3 Technologies, Inc.",1,262500003377-00,"5U SEP8253 x2, 8236 x2, 4210T",8/12/2021,4/12/2021,8/16/2021,8/31/2021,8/31/2021,30,0,13028,"92-508236-037, 13-708232-000, 92-508253-600, 26-004846-573, 26-504605-002, 153500001038-00, 131500001008-00, 124500001001-00, 124500001002-00 TS/DP WA 4/13 (SOH 8/12/2021)",0,,0,
0016676_000002,L3COMM,16676,"L3 Technologies, Inc.",2,262500003376-00,THS2085 SEP8253 4210T 650W Fix,8/12/2021,4/12/2021,8/16/2021,9/3/2021,8/31/2021,37,0,7187,"131500001006-00, 124500001002-00, 124500001001-00, 193500001213-01, 193500001919-00, 107500001142-00, 92-508227-038 UC, 111500001061-01 TS/DP WA 4/13 (SOH 8/12/2021)",0,,0,
0016604_000001,CAEUSAI,16604,CAE USA INC,1,262500003735-00,"TRC3001 3U,MB",9/24/2021,3/19/2021,9/2/2021,9/24/2021,9/24/2021,1,0,3413,"Best Date > 268500001055-00, 110500001074-00, 26-004846-461, 111500001144-01 TS/DP WA 3/19 (SOH 9/24/2021)",0,,0,
0016695_000003,RUDOLPH,16695,Onto Innovation Inc.,3,26-504580-001,"8GB DDR4-2133 DIMM, Reg., ECC",9/28/2021,4/19/2021,9/20/2021,9/28/2021,9/28/2021,45,0,141,NS (SOH 9/28/2021),412,,0,
0016695_000004,RUDOLPH,16695,Onto Innovation Inc.,4,262500003624-00,"(TRS3500) 3U, MB",9/28/2021,4/19/2021,9/20/2021,9/28/2021,9/28/2021,19,0,4250,"110500001074-00, 268500001055-00, 26-004846-461, 107500001105-00, 26-504580-001, 263500001513-00, 193500001033-00 TS/DP WA 4/13 (SOH 9/28/2021)",0,,0,
0016695_000005,RUDOLPH,16695,Onto Innovation Inc.,5,198500001190-00,"X10DRI-T, E5-2620v4, 16GB, KIT",9/28/2021,4/19/2021,9/20/2021,9/28/2021,9/28/2021,24,0,2050,26-004846-490 DP WA 4/13 (SOH 9/28/2021),0,,0,
0016695_000006,RUDOLPH,16695,Onto Innovation Inc.,6,263500001145-01,"HDD, 1TB, 2.5"", SATA III, 7200",9/28/2021,4/19/2021,9/20/2021,9/28/2021,9/28/2021,28,0,85,263500001145-01 DP WA 4/13 (SOH 9/28/2021),45,,0,
0016695_000007,RUDOLPH,16695,Onto Innovation Inc.,7,263500001144-00,"DVD, SATA Slim Drive (Read Onl",9/28/2021,4/19/2021,9/20/2021,9/28/2021,9/28/2021,28,0,95,263500001144-00 DP WA 4/13 (SOH 9/28/2021),110,,0,
0016167_000001,TRENSYS,16167,Trenton Systems,1,262500002478-00,TRC5005 TKL8255 8194 1550W,10/14/2020,10/21/2020,11/12/2020,12/1/2021,12/1/2021,2,0,0,"DO NOT KIT - SOFT ALLOCATION ORDER FOR PARTS (268500001131-01, 111500001776-00, 92-508194-007, 26-004846-527, 111500001147-02, 92-508255-000 Rwk (SOH 10/14/2020)",1,,0,DO NOT KIT - DUMMY ORDER TO SOFT ALLOCATE PARTS
0015696_000001,SYSTINT,15696,Systems Integration Plus Inc.,1,92-683000100000,IOB32NI - Custom,7/15/2020,7/15/2020,8/31/2020,12/31/2021,12/31/2021,27,0,275,92-506830-001 Custom Brd - MC TBD NY,0,,0,USE ON CUST RMA??
0016544_000003,TRENSYS,16544,Trenton Systems,3,198500002136-00,Intel Ethernet SFP+ LR Optics,3/31/2021,12/1/2021,12/1/2021,12/31/2021,12/31/2021,0,0,0,SANMINA KANBAN STOCK,3,,0,KANBAN BUILD ORDER
0016641_000001,EMETCOM,16641,Emet OEM Computing Ltd.,1,92V705980400000,BXTS E5-2450v2 8CHT 2.5 No Vi,6/28/2021,6/28/2021,7/28/2021,8/3/2021,1/31/2022,10,0,3499,"**92-507059-002 LT UC - NY reviewing , 26-004846-456, 115500001005-00 TS/DP (SOH 6/28/2021)",0,,0,
0016641_000002,EMETCOM,16641,Emet OEM Computing Ltd.,2,92V705980400000,BXTS E5-2450v2 8CHT 2.5 No Vi,6/28/2021,6/28/2021,7/28/2021,8/5/2021,1/31/2022,10,0,3499,"**92-507059-002 LT UC - NY reviewing , 26-004846-456, 115500001005-00 TS/DP (SOH 6/28/2021)",0,,0,
0016641_000003,EMETCOM,16641,Emet OEM Computing Ltd.,3,92V705980400000,BXTS E5-2450v2 8CHT 2.5 No Vi,6/28/2021,6/28/2021,7/28/2021,8/6/2021,1/31/2022,15,0,3499,"**92-507059-002 LT UC - NY reviewing , 26-004846-456, 115500001005-00 TS/DP (SOH 6/28/2021)",0,,0,
0016575_000001,ECRIN,16575,Ecrin Systems,1,92-815500700000,BPG8155 CRA,3/4/2022,3/4/2022,3/1/2022,3/4/2022,3/4/2022,10,0,1161,Restock - moved date out til 2022,0,,0,MOVED DATE OUT UNTIL 3/4/2022
0016576_000001,ECRIN,16576,Ecrin Systems,1,92-815500700000,BPG8155 CRA,4/30/2021,3/4/2022,3/1/2022,3/4/2022,3/4/2022,10,0,1161,Date moved out to 3/4/2022,0,,0,MOVED DATE OUT ON THIS LINE UNTIL 3/4/2022
0014897_000003,IAIELTA,14897,ELTA \ Care of I.A.I.,3,262500003325-00,EN 2025E100-001 Rev E,4/16/2021,4/16/2021,,,,25,15,28716,USE LAST 10 PART SETS TO SO# 16036 FOR 10 OF 262-3276-00 per Sales,0,,0,"USE THE LAST 10 AND CONVERT TO 2025E200'S PER CUSTOMER REQUEST, 15 SHIPPED, , 11 IN FIN GOOD, WIP, SHIP PARTIALS"
0016036_000004,IAIELTA,16036,ELTA \ Care of I.A.I.,4,262500003282-00,2025E100-001 Rev E01,1/25/2021,9/16/2020,,6/1/2021,,3,0,38550.3,Elta Nova - Shortages not listed,0,,0,
0016036_000006,IAIELTA,16036,ELTA \ Care of I.A.I.,6,262500003282-00,2025E100-001 Rev E01,1/25/2021,9/16/2020,,6/1/2021,,10,0,38550.3,Elta Nova - Shortages not listed,0,,0,
0016036_000008,IAIELTA,16036,ELTA \ Care of I.A.I.,8,262500003276-00,2025E200-001 Rev E01,1/25/2021,9/16/2021,,6/1/2021,,3,0,32476.62,Elta Nova - Shortages not listed,0,,0,
0016366_000001,IAIELTA,16366,ELTA \ Care of I.A.I.,1,262500003375-00,2025E300-001 Rev -,5/14/2021,5/14/2021,,,,5,0,35324,"26-004846-526, 153500001049-00, TS/DP WA 12/29 (SOH 2/11/2021)",0,,0,
0016404_000001,IAIELTA,16404,ELTA \ Care of I.A.I.,1,262500003276-00,2025E200-001 Rev E01,2/26/2021,2/26/2021,,,,1,0,32476.62,,0,,0,PULL-IN IF POSSIBLE - EXPEDITED
0016633_000002,EMETCOM,16633,Emet OEM Computing Ltd.,2,92-705970400000,BXT E5-2450v2 8CHT 2.5,6/29/2021,6/29/2021,,,,10,0,4787,"92-507059-000, 26-004846-456 TS/DP WA 4/12 (SOH 6/29/2021) Split order request",0,,0,
0016633_000003,EMETCOM,16633,Emet OEM Computing Ltd.,3,92-705970400000,BXT E5-2450v2 8CHT 2.5,6/29/2021,6/29/2021,,,,20,0,4787,,0,,0,
0016633_000004,EMETCOM,16633,Emet OEM Computing Ltd.,4,92-705970400000,BXT E5-2450v2 8CHT 2.5,6/29/2021,6/29/2021,,,,10,0,4787,,0,,0,
0016633_000005,EMETCOM,16633,Emet OEM Computing Ltd.,5,92-705970400000,BXT E5-2450v2 8CHT 2.5,6/29/2021,6/29/2021,,,,27,0,4787,,0,,0,
0016696_000001,HONEYNM,16696,"Honeywell - Albuquerque, NM",1,260500001112-00,"Monitor, 24"" LCD, LED Backligh",4/27/2021,4/27/2021,,,,1,0,300,,12,,0,
0016697_000001,HONEYNM,16697,"Honeywell - Albuquerque, NM",1,198500001236-00,4TB HDD Kit for Honeywell,5/5/2021,5/5/2021,,,,1,0,275,,0,,0,
0016698_000001,TELEDOP,16698,Teledyne Optech,1,268500001719-00,FQO - 460W 24VDC 2U SINGLE Pow,5/7/2021,5/7/2021,,,,3,0,340,,0,,0,
0016699_000001,CONCCOM,16699,Concurrent RT - Pompano,1,262500003685-00,"(THS5095) 5U,8225-200,8231-037",7/28/2021,4/20/2021,,,,3,0,6944,,0,,0,
0016699_000002,CONCCOM,16699,Concurrent RT - Pompano,2,198500001016-00,"Slide Rails 24-30"" w/Bracket,",7/28/2021,4/20/2021,,,,3,0,100,,0,,0,
0016700_000001,ECRIN,16700,Ecrin Systems,1,26-504540-002,"4GB, DDR3-1600, mini-RDIMM Reg",7/13/2021,7/13/2021,,,,30,0,64,,63,,0,
0016701_000001,ECRIN,16701,Ecrin Systems,1,92V7059804S031A,BXTS E5-2450v2 8CHT 2.5 S031A,4/20/2021,4/20/2021,,,,15,0,2446,,0,,0,
0016702_000001,NORTHNE,16702,Northrop Grumman - Omaha,1,93-505642-001,USB Cable w/ 2 Female Ports w/,4/20/2021,4/20/2021,,,,9,0,0,,39,,0,
0016702_000002,NORTHNE,16702,Northrop Grumman - Omaha,2,101500001009-00,"Screw, 6-32 x 1/4, PN, PH, ZP,",4/20/2021,4/20/2021,,,,9,0,0,,22647,,0,
0016703_000001,MERCURY,16703,"Mercury Systems, Inc",1,262500003945-00,THS5095 8231 1200W PS_ON,8/16/2021,4/21/2021,,,,1,0,3150,,0,,0,
